Match Gap,Month,Date,Date_Converted,MathType,Season,HomeAway,Team_Name,Team,TeamRanking,Home,Home_Ranking,Away,Away_Ranking,FinalScore,ScoreGoal,GetGoal,Results,PreScoreGoal,PrePreScoreGoal,PreGetGoal,PrePreGetGoal,Ramos_Position,RamosTime,RamosGoal,RamosAss
3,1,2008. 1. 13,"Jan 13, 2008",1,07/08,1,Levante UD,46,20,Levante UD,Levante  (20.),Real Madrid,Real Madrid  (1.),0:2,2,0,0,1,2,2,0,not in squad,90,0,0
3,1,2008. 1. 16,"Jan 16, 2008",2,07/08,0,RCD Mallorca,61,21,Real Madrid,Real Madrid,RCD Mallorca,RCD Mallorca,0:1,0,1,2,2,1,0,2,,0,0,0
4,1,2008. 1. 20,"Jan 20, 2008",1,07/08,1,Atlético Madrid,9,3,Atlético Madrid,Atlético Madrid  (3.),Real Madrid,Real Madrid  (1.),0:2,2,0,0,0,2,1,0,RB,90,0,0
7,1,2008. 1. 27,"Jan 27, 2008",1,07/08,0,Villarreal CF,89,3,Real Madrid,Real Madrid  (1.),Villarreal CF,Villarreal  (3.),3:2,3,2,0,2,0,0,1,CB,90,0,0
6,2,2008. 2. 2,"Feb 2, 2008",1,07/08,1,UD Almería,82,8,UD Almería,UD Almería  (8.),Real Madrid,Real Madrid  (1.),2:0,0,2,2,3,2,2,0,CB,90,0,0
8,2,2008. 2. 10,"Feb 10, 2008",1,07/08,0,Real Valladolid CF,66,12,Real Madrid,Real Madrid  (1.),Real Valladolid CF,Real Valladolid  (12.),7:0,7,0,0,0,3,2,2,CB,90,0,0
6,2,2008. 2. 16,"Feb 16, 2008",1,07/08,1,Real Betis Balompié,62,16,Real Betis Balompié,Real Betis  (16.),Real Madrid,Real Madrid  (1.),2:1,1,2,2,7,0,0,2,CB,57,0,0
3,2,2008. 2. 19,"Feb 19, 2008",0,07/08,1,AS Roma,7,0,AS Roma,AS Roma,Real Madrid,Real Madrid,2:1,1,2,2,1,7,2,0,RB,90,0,0
5,2,2008. 2. 24,"Feb 24, 2008",1,07/08,0,Getafe CF,37,13,Real Madrid,Real Madrid  (1.),Getafe CF,Getafe  (13.),0:1,0,1,2,1,1,2,2,CB,90,0,0
6,3,2008. 3. 1,"Mar 1, 2008",1,07/08,1,Recreativo Huelva,68,17,Recreativo Huelva,Recr. Huelva  (17.),Real Madrid,Real Madrid  (1.),2:3,3,2,0,0,1,1,2,CB,90,0,0
4,3,2008. 3. 5,"Mar 5, 2008",0,07/08,0,AS Roma,7,0,Real Madrid,Real Madrid,AS Roma,AS Roma,1:2,1,2,2,3,0,2,1,not in squad,56,0,0
3,3,2008. 3. 8,"Mar 8, 2008",1,07/08,0,RCD Espanyol Barcelona,60,5,Real Madrid,Real Madrid  (1.),RCD Espanyol Barcelona,Espanyol  (5.),2:1,2,1,0,1,3,2,2,not in squad,0,0,0
7,3,2008. 3. 15,"Mar 15, 2008",1,07/08,1,Deportivo de La Coruña,26,16,Deportivo de La Coruña,Dep. La Coruña  (16.),Real Madrid,Real Madrid  (1.),1:0,0,1,2,2,1,1,2,not in squad,0,0,0
8,3,2008. 3. 23,"Mar 23, 2008",1,07/08,0,Valencia CF,87,11,Real Madrid,Real Madrid  (1.),Valencia CF,Valencia  (11.),2:3,2,3,2,0,2,1,1,RB,0,0,0
7,3,2008. 3. 30,"Mar 30, 2008",1,07/08,0,Sevilla FC,73,6,Real Madrid,Real Madrid  (1.),Sevilla FC,Sevilla FC  (6.),3:1,3,1,0,2,0,3,1,RB,90,0,0
6,4,2008. 4. 5,"Apr 5, 2008",1,07/08,1,RCD Mallorca,61,9,RCD Mallorca,RCD Mallorca  (9.),Real Madrid,Real Madrid  (1.),1:1,1,1,1,3,2,1,3,RB,90,0,0
8,4,2008. 4. 13,"Apr 13, 2008",1,07/08,0,Real Murcia CF,63,19,Real Madrid,Real Madrid  (1.),Real Murcia CF,Real Murcia  (19.),1:0,1,0,0,1,3,1,1,not in squad,66,0,0
7,4,2008. 4. 20,"Apr 20, 2008",1,07/08,1,Racing Santander,58,5,Racing Santander,Racing  (5.),Real Madrid,Real Madrid  (1.),0:2,2,0,0,1,1,0,1,RB,0,0,0
7,4,2008. 4. 27,"Apr 27, 2008",1,07/08,0,Athletic Bilbao,8,8,Real Madrid,Real Madrid  (1.),Athletic Bilbao,Athletic  (8.),3:0,3,0,0,2,1,0,0,RB,90,0,0
7,5,2008. 5. 4,"May 4, 2008",1,07/08,1,CA Osasuna,14,16,CA Osasuna,CA Osasuna  (16.),Real Madrid,Real Madrid  (1.),1:2,2,1,0,3,2,0,0,RB,90,0,0
3,5,2008. 5. 7,"May 7, 2008",1,07/08,0,FC Barcelona,30,3,Real Madrid,Real Madrid  (1.),FC Barcelona,FC Barcelona  (3.),4:1,4,1,0,2,3,1,0,RB,90,0,1
4,5,2008. 5. 11,"May 11, 2008",1,07/08,1,Real Zaragoza,67,16,Real Zaragoza,Real Zaragoza  (16.),Real Madrid,Real Madrid  (1.),2:2,2,2,1,4,2,1,1,RB,90,0,0
7,5,2008. 5. 18,"May 18, 2008",1,07/08,0,Levante UD,46,20,Real Madrid,Real Madrid  (1.),Levante UD,Levante  (20.),5:2,5,2,0,2,4,2,1,RB,90,0,0
105,8,2008. 8. 31,"Aug 31, 2008",1,08/09,1,Deportivo de La Coruña,26,7,Deportivo de La Coruña,Dep. La Coruña  (7.),Real Madrid,Real Madrid  (2.),2:1,1,2,2,5,2,2,2,RB,90,2,1
14,9,2008. 9. 14,"Sep 14, 2008",1,08/09,0,CD Numancia,18,7,Real Madrid,Real Madrid  (13.),CD Numancia,CD Numancia  (7.),4:3,4,3,0,1,5,2,2,not in squad,90,0,0
3,9,2008. 9. 17,"Sep 17, 2008",0,08/09,0,BATE Borisov,10,0,Real Madrid,Real Madrid,BATE Borisov,BATE Borisov,2:0,2,0,0,4,1,3,2,RB,0,0,0
4,9,2008. 9. 21,"Sep 21, 2008",1,08/09,1,Racing Santander,58,14,Racing Santander,Racing  (14.),Real Madrid,Real Madrid  (8.),0:2,2,0,0,2,4,0,3,,90,1,0
3,9,2008. 9. 24,"Sep 24, 2008",1,08/09,0,Sporting Gijón,76,20,Real Madrid,Real Madrid  (6.),Sporting Gijón,Sporting Gijón  (20.),7:1,7,1,0,2,2,0,0,not in squad,90,0,0
3,9,2008. 9. 27,"Sep 27, 2008",1,08/09,1,Real Betis Balompié,62,17,Real Betis Balompié,Real Betis  (17.),Real Madrid,Real Madrid  (3.),1:2,2,1,0,7,2,1,0,RB,0,0,0
3,9,2008. 9. 30,"Sep 30, 2008",0,08/09,1,Zenit St. Petersburg,91,0,Zenit St. Petersburg,Zenit S-Pb,Real Madrid,Real Madrid,1:2,2,1,0,2,7,1,1,RB,90,0,0
5,10,2008. 10. 5,"Oct 5, 2008",1,08/09,0,RCD Espanyol Barcelona,60,10,Real Madrid,Real Madrid  (3.),RCD Espanyol Barcelona,Espanyol  (10.),2:2,2,2,1,2,2,1,1,RB,90,0,0
13,10,2008. 10. 18,"Oct 18, 2008",1,08/09,1,Atlético Madrid,9,7,Atlético Madrid,Atlético Madrid  (7.),Real Madrid,Real Madrid  (5.),1:2,2,1,0,2,2,2,1,RB,90,0,1
3,10,2008. 10. 21,"Oct 21, 2008",0,08/09,1,Juventus FC,44,0,Juventus FC,Juventus,Real Madrid,Real Madrid,2:1,1,2,2,2,2,1,2,RB,90,0,0
5,10,2008. 10. 26,"Oct 26, 2008",1,08/09,0,Athletic Bilbao,8,17,Real Madrid,Real Madrid  (5.),Athletic Bilbao,Athletic  (17.),3:2,3,2,0,1,2,2,1,on the bench,90,0,0
4,10,2008. 10. 30,"Oct 30, 2008",2,08/09,1,Real Unión Club,65,21,Real Unión Club,Real Unión,Real Madrid,Real Madrid,3:2,2,3,2,3,1,2,2,not in squad,0,0,0
3,11,2008. 11. 2,"Nov 2, 2008",1,08/09,1,UD Almería,82,9,UD Almería,UD Almería  (9.),Real Madrid,Real Madrid  (3.),1:1,1,1,1,2,3,3,2,RB,0,0,0
3,11,2008. 11. 5,"Nov 5, 2008",0,08/09,0,Juventus FC,44,0,Real Madrid,Real Madrid,Juventus FC,Juventus,0:2,0,2,2,1,2,1,3,RB,90,0,0
3,11,2008. 11. 8,"Nov 8, 2008",1,08/09,0,Málaga CF,48,8,Real Madrid,Real Madrid  (3.),Málaga CF,Málaga CF  (8.),4:3,4,3,0,0,1,2,1,RB,90,0,0
3,11,2008. 11. 11,"Nov 11, 2008",2,08/09,0,Real Unión Club,65,21,Real Madrid,Real Madrid,Real Unión Club,Real Unión,4:3,4,3,0,4,0,3,2,not in squad,44,0,0
4,11,2008. 11. 15,"Nov 15, 2008",1,08/09,1,Real Valladolid CF,66,16,Real Valladolid CF,Real Valladolid  (16.),Real Madrid,Real Madrid  (4.),1:0,0,1,2,4,4,3,3,,0,0,0
7,11,2008. 11. 22,"Nov 22, 2008",1,08/09,0,Recreativo Huelva,68,19,Real Madrid,Real Madrid  (4.),Recreativo Huelva,Recr. Huelva  (19.),1:0,1,0,0,0,4,1,3,,90,0,0
3,11,2008. 11. 25,"Nov 25, 2008",0,08/09,1,BATE Borisov,10,0,BATE Borisov,BATE Borisov,Real Madrid,Real Madrid,0:1,1,0,0,1,0,0,1,CB,90,0,0
4,11,2008. 11. 29,"Nov 29, 2008",1,08/09,1,Getafe CF,37,14,Getafe CF,Getafe  (14.),Real Madrid,Real Madrid  (2.),3:1,1,3,2,1,1,0,0,CB,90,0,0
8,12,2008. 12. 7,"Dec 7, 2008",1,08/09,0,Sevilla FC,73,5,Real Madrid,Real Madrid  (4.),Sevilla FC,Sevilla FC  (5.),3:4,3,4,2,1,1,3,0,CB,90,0,0
3,12,2008. 12. 10,"Dec 10, 2008",0,08/09,0,Zenit St. Petersburg,91,0,Real Madrid,Real Madrid,Zenit St. Petersburg,Zenit S-Pb,3:0,3,0,0,3,1,4,3,CB,90,0,0
3,12,2008. 12. 13,"Dec 13, 2008",1,08/09,1,FC Barcelona,30,1,FC Barcelona,FC Barcelona  (1.),Real Madrid,Real Madrid  (5.),2:0,0,2,2,3,3,0,4,LB,90,0,0
7,12,2008. 12. 20,"Dec 20, 2008",1,08/09,0,Valencia CF,87,2,Real Madrid,Real Madrid  (6.),Valencia CF,Valencia  (2.),1:0,1,0,0,0,3,2,0,not in squad,90,0,0
15,1,2009. 1. 4,"Jan 4, 2009",1,08/09,0,Villarreal CF,89,6,Real Madrid,Real Madrid  (5.),Villarreal CF,Villarreal  (6.),1:0,1,0,0,1,0,0,2,RB,0,0,0
7,1,2009. 1. 11,"Jan 11, 2009",1,08/09,1,RCD Mallorca,61,19,RCD Mallorca,RCD Mallorca  (19.),Real Madrid,Real Madrid  (3.),0:3,3,0,0,1,1,0,0,RB,90,0,0
7,1,2009. 1. 18,"Jan 18, 2009",1,08/09,0,CA Osasuna,14,20,Real Madrid,Real Madrid  (2.),CA Osasuna,CA Osasuna  (20.),3:1,3,1,0,3,1,0,0,RB,90,1,0
7,1,2009. 1. 25,"Jan 25, 2009",1,08/09,0,Deportivo de La Coruña,26,8,Real Madrid,Real Madrid  (2.),Deportivo de La Coruña,Dep. La Coruña  (8.),1:0,1,0,0,3,3,1,0,RB,90,1,0
6,1,2009. 1. 31,"Jan 31, 2009",1,08/09,1,CD Numancia,18,17,CD Numancia,CD Numancia  (17.),Real Madrid,Real Madrid  (2.),0:2,2,0,0,1,3,0,1,RB,90,0,0
7,2,2009. 2. 7,"Feb 7, 2009",1,08/09,0,Racing Santander,58,10,Real Madrid,Real Madrid  (2.),Racing Santander,Racing  (10.),1:0,1,0,0,2,1,0,0,RB,90,0,0
8,2,2009. 2. 15,"Feb 15, 2009",1,08/09,1,Sporting Gijón,76,12,Sporting Gijón,Sporting Gijón  (12.),Real Madrid,Real Madrid  (2.),0:4,4,0,0,1,2,0,0,RB,90,0,0
6,2,2009. 2. 21,"Feb 21, 2009",1,08/09,0,Real Betis Balompié,62,15,Real Madrid,Real Madrid  (2.),Real Betis Balompié,Real Betis  (15.),6:1,6,1,0,4,1,0,0,RB,79,0,1
4,2,2009. 2. 25,"Feb 25, 2009",0,08/09,0,Liverpool FC,47,0,Real Madrid,Real Madrid,Liverpool FC,Liverpool,0:1,0,1,2,6,4,1,0,RB,90,1,0
3,2,2009. 2. 28,"Feb 28, 2009",1,08/09,1,RCD Espanyol Barcelona,60,19,RCD Espanyol Barcelona,Espanyol  (19.),Real Madrid,Real Madrid  (2.),0:2,2,0,0,0,6,1,1,RB,90,0,0
7,3,2009. 3. 7,"Mar 7, 2009",1,08/09,0,Atlético Madrid,9,5,Real Madrid,Real Madrid  (2.),Atlético Madrid,Atlético Madrid  (5.),1:1,1,1,1,2,0,0,1,CB,90,0,0
3,3,2009. 3. 10,"Mar 10, 2009",0,08/09,1,Liverpool FC,47,0,Liverpool FC,Liverpool,Real Madrid,Real Madrid,4:0,0,4,2,1,2,1,0,RB,90,0,0
4,3,2009. 3. 14,"Mar 14, 2009",1,08/09,1,Athletic Bilbao,8,10,Athletic Bilbao,Athletic  (10.),Real Madrid,Real Madrid  (2.),2:5,5,2,0,0,1,4,1,RB,90,0,0
8,3,2009. 3. 22,"Mar 22, 2009",1,08/09,0,UD Almería,82,13,Real Madrid,Real Madrid  (2.),UD Almería,UD Almería  (13.),3:0,3,0,0,5,0,2,4,RB,90,0,0
13,4,2009. 4. 4,"Apr 4, 2009",1,08/09,1,Málaga CF,48,8,Málaga CF,Málaga CF  (8.),Real Madrid,Real Madrid  (2.),0:1,1,0,0,3,5,0,2,RB,90,0,0
8,4,2009. 4. 12,"Apr 12, 2009",1,08/09,0,Real Valladolid CF,66,9,Real Madrid,Real Madrid  (2.),Real Valladolid CF,Real Valladolid  (9.),2:0,2,0,0,1,3,0,0,not in squad,90,0,0
6,4,2009. 4. 18,"Apr 18, 2009",1,08/09,1,Recreativo Huelva,68,18,Recreativo Huelva,Recr. Huelva  (18.),Real Madrid,Real Madrid  (2.),0:1,1,0,0,2,1,0,0,RB,0,0,0
3,4,2009. 4. 21,"Apr 21, 2009",1,08/09,0,Getafe CF,37,15,Real Madrid,Real Madrid  (2.),Getafe CF,Getafe  (15.),3:2,3,2,0,1,2,0,0,RB,90,0,0
5,4,2009. 4. 26,"Apr 26, 2009",1,08/09,1,Sevilla FC,73,3,Sevilla FC,Sevilla FC  (3.),Real Madrid,Real Madrid  (2.),2:4,4,2,0,3,1,2,0,,90,0,0
6,5,2009. 5. 2,"May 2, 2009",1,08/09,0,FC Barcelona,30,1,Real Madrid,Real Madrid  (2.),FC Barcelona,FC Barcelona  (1.),2:6,2,6,2,4,3,2,2,RB,90,0,0
7,5,2009. 5. 9,"May 9, 2009",1,08/09,1,Valencia CF,87,4,Valencia CF,Valencia  (4.),Real Madrid,Real Madrid  (2.),3:0,0,3,2,2,4,6,2,RB,71,1,1
7,5,2009. 5. 16,"May 16, 2009",1,08/09,1,Villarreal CF,89,6,Villarreal CF,Villarreal  (6.),Real Madrid,Real Madrid  (2.),3:2,2,3,2,0,2,3,6,RB,90,0,0
8,5,2009. 5. 24,"May 24, 2009",1,08/09,0,RCD Mallorca,61,9,Real Madrid,Real Madrid  (2.),RCD Mallorca,RCD Mallorca  (9.),1:3,1,3,2,2,0,3,3,CB,90,0,0
7,5,2009. 5. 31,"May 31, 2009",1,08/09,1,CA Osasuna,14,17,CA Osasuna,CA Osasuna  (17.),Real Madrid,Real Madrid  (2.),2:1,1,2,2,1,2,3,3,not in squad,90,0,0
90,8,2009. 8. 29,"Aug 29, 2009",1,09/10,0,Deportivo de La Coruña,26,10,Real Madrid,Real Madrid  (2.),Deportivo de La Coruña,Dep. La Coruña  (10.),3:2,3,2,0,1,1,2,3,Achilles tendon problems,0,0,0
14,9,2009. 9. 12,"Sep 12, 2009",1,09/10,1,RCD Espanyol Barcelona,60,15,RCD Espanyol Barcelona,Espanyol  (15.),Real Madrid,Real Madrid  (6.),0:3,3,0,0,3,1,2,2,not in squad,0,0,0
3,9,2009. 9. 15,"Sep 15, 2009",0,09/10,1,FC Zürich,35,0,FC Zürich,FC Zürich,Real Madrid,Real Madrid,2:5,5,2,0,3,3,0,2,not in squad,0,0,0
5,9,2009. 9. 20,"Sep 20, 2009",1,09/10,0,Xerez CD,90,19,Real Madrid,Real Madrid  (2.),Xerez CD,Xerez CD  (19.),5:0,5,0,0,5,3,2,0,RB,0,0,0
3,9,2009. 9. 23,"Sep 23, 2009",1,09/10,1,Villarreal CF,89,17,Villarreal CF,Villarreal  (17.),Real Madrid,Real Madrid  (1.),0:2,2,0,0,5,5,0,2,CB,90,0,0
3,9,2009. 9. 26,"Sep 26, 2009",1,09/10,0,CD Tenerife,19,10,Real Madrid,Real Madrid  (2.),CD Tenerife,CD Tenerife  (10.),3:0,3,0,0,2,5,0,0,RB,90,0,0
4,9,2009. 9. 30,"Sep 30, 2009",0,09/10,0,Olympique Marseille,55,0,Real Madrid,Real Madrid,Olympique Marseille,Marseille,3:0,3,0,0,3,2,0,0,RB,45,0,0
4,10,2009. 10. 4,"Oct 4, 2009",1,09/10,1,Sevilla FC,73,3,Sevilla FC,Sevilla FC  (3.),Real Madrid,Real Madrid  (1.),2:1,1,2,2,3,3,0,0,RB,72,0,0
13,10,2009. 10. 17,"Oct 17, 2009",1,09/10,0,Real Valladolid CF,66,16,Real Madrid,Real Madrid  (2.),Real Valladolid CF,Real Valladolid  (16.),4:2,4,2,0,1,3,2,0,,90,0,0
4,10,2009. 10. 21,"Oct 21, 2009",0,09/10,0,AC Milan,0,0,Real Madrid,Real Madrid,AC Milan,AC Milan,2:3,2,3,2,4,1,2,2,RB,90,0,0
3,10,2009. 10. 24,"Oct 24, 2009",1,09/10,1,Sporting Gijón,76,7,Sporting Gijón,Sporting Gijón  (7.),Real Madrid,Real Madrid  (2.),0:0,0,0,1,2,4,3,2,RB,90,0,0
3,10,2009. 10. 27,"Oct 27, 2009",2,09/10,1,AD Alcorcón,1,21,AD Alcorcón,Alcorcón,Real Madrid,Real Madrid,4:0,0,4,2,0,2,0,3,not in squad,90,0,0
4,10,2009. 10. 31,"Oct 31, 2009",1,09/10,0,Getafe CF,37,8,Real Madrid,Real Madrid  (2.),Getafe CF,Getafe  (8.),2:0,2,0,0,0,0,4,0,,0,0,0
3,11,2009. 11. 3,"Nov 3, 2009",0,09/10,1,AC Milan,0,0,AC Milan,AC Milan,Real Madrid,Real Madrid,1:1,1,1,1,2,0,0,4,CB,90,0,0
4,11,2009. 11. 7,"Nov 7, 2009",1,09/10,1,Atlético Madrid,9,18,Atlético Madrid,Atlético Madrid  (18.),Real Madrid,Real Madrid  (2.),2:3,3,2,0,1,2,1,0,RB,90,0,0
3,11,2009. 11. 10,"Nov 10, 2009",2,09/10,0,AD Alcorcón,1,21,Real Madrid,Real Madrid,AD Alcorcón,Alcorcón,1:0,1,0,0,3,1,2,1,not in squad,66,0,0
11,11,2009. 11. 21,"Nov 21, 2009",1,09/10,0,Racing Santander,58,17,Real Madrid,Real Madrid  (2.),Racing Santander,Racing  (17.),1:0,1,0,0,1,3,0,2,Red card suspension,0,0,0
4,11,2009. 11. 25,"Nov 25, 2009",0,09/10,0,FC Zürich,35,0,Real Madrid,Real Madrid,FC Zürich,FC Zürich,1:0,1,0,0,1,1,0,0,CB,0,0,0
4,11,2009. 11. 29,"Nov 29, 2009",1,09/10,1,FC Barcelona,30,2,FC Barcelona,FC Barcelona  (2.),Real Madrid,Real Madrid  (1.),1:0,0,1,2,1,1,0,0,RB,90,0,0
6,12,2009. 12. 5,"Dec 5, 2009",1,09/10,0,UD Almería,82,13,Real Madrid,Real Madrid  (2.),UD Almería,UD Almería  (13.),4:2,4,2,0,0,1,1,0,RB,90,0,0
3,12,2009. 12. 8,"Dec 8, 2009",0,09/10,1,Olympique Marseille,55,0,Olympique Marseille,Marseille,Real Madrid,Real Madrid,1:3,3,1,0,4,0,2,1,CB,90,1,0
4,12,2009. 12. 12,"Dec 12, 2009",1,09/10,1,Valencia CF,87,3,Valencia CF,Valencia  (3.),Real Madrid,Real Madrid  (2.),2:3,3,2,0,3,4,1,2,RB,90,0,0
7,12,2009. 12. 19,"Dec 19, 2009",1,09/10,0,Real Zaragoza,67,18,Real Madrid,Real Madrid  (2.),Real Zaragoza,Real Zaragoza  (18.),6:0,6,0,0,3,3,2,1,RB,90,0,0
15,1,2010. 1. 3,"Jan 3, 2010",1,09/10,1,CA Osasuna,14,12,CA Osasuna,CA Osasuna  (12.),Real Madrid,Real Madrid  (2.),0:0,0,0,1,6,3,0,2,,90,0,1
7,1,2010. 1. 10,"Jan 10, 2010",1,09/10,0,RCD Mallorca,61,4,Real Madrid,Real Madrid  (2.),RCD Mallorca,RCD Mallorca  (4.),2:0,2,0,0,0,6,0,0,Yellow card suspension,90,0,0
6,1,2010. 1. 16,"Jan 16, 2010",1,09/10,1,Athletic Bilbao,8,8,Athletic Bilbao,Athletic  (8.),Real Madrid,Real Madrid  (2.),1:0,0,1,2,2,0,0,0,,0,0,0
8,1,2010. 1. 24,"Jan 24, 2010",1,09/10,0,Málaga CF,48,16,Real Madrid,Real Madrid  (2.),Málaga CF,Málaga CF  (16.),2:0,2,0,0,0,2,1,0,RB,90,0,0
6,1,2010. 1. 30,"Jan 30, 2010",1,09/10,1,Deportivo de La Coruña,26,5,Deportivo de La Coruña,Dep. La Coruña  (5.),Real Madrid,Real Madrid  (2.),1:3,3,1,0,2,0,0,1,,90,0,0
7,2,2010. 2. 6,"Feb 6, 2010",1,09/10,0,RCD Espanyol Barcelona,60,14,Real Madrid,Real Madrid  (2.),RCD Espanyol Barcelona,Espanyol  (14.),3:0,3,0,0,3,2,1,0,,90,0,0
7,2,2010. 2. 13,"Feb 13, 2010",1,09/10,1,Xerez CD,90,20,Xerez CD,Xerez CD  (20.),Real Madrid,Real Madrid  (2.),0:3,3,0,0,3,3,0,1,,90,1,0
3,2,2010. 2. 16,"Feb 16, 2010",0,09/10,1,Olympique Lyon,54,0,Olympique Lyon,Olympique Lyon,Real Madrid,Real Madrid,1:0,0,1,2,3,3,0,0,CB,90,0,0
5,2,2010. 2. 21,"Feb 21, 2010",1,09/10,0,Villarreal CF,89,9,Real Madrid,Real Madrid  (2.),Villarreal CF,Villarreal  (9.),6:2,6,2,0,0,3,1,0,,90,0,0
6,2,2010. 2. 27,"Feb 27, 2010",1,09/10,1,CD Tenerife,19,19,CD Tenerife,CD Tenerife  (19.),Real Madrid,Real Madrid  (2.),1:5,5,1,0,6,0,2,1,,90,0,0
7,3,2010. 3. 6,"Mar 6, 2010",1,09/10,0,Sevilla FC,73,4,Real Madrid,Real Madrid  (2.),Sevilla FC,Sevilla FC  (4.),3:2,3,2,0,5,6,1,2,RB,90,0,0
4,3,2010. 3. 10,"Mar 10, 2010",0,09/10,0,Olympique Lyon,54,0,Real Madrid,Real Madrid,Olympique Lyon,Olympique Lyon,1:1,1,1,1,3,5,2,1,RB,90,1,0
4,3,2010. 3. 14,"Mar 14, 2010",1,09/10,1,Real Valladolid CF,66,18,Real Valladolid CF,Real Valladolid  (18.),Real Madrid,Real Madrid  (1.),1:4,4,1,0,1,3,1,2,CB,90,0,0
6,3,2010. 3. 20,"Mar 20, 2010",1,09/10,0,Sporting Gijón,76,12,Real Madrid,Real Madrid  (1.),Sporting Gijón,Sporting Gijón  (12.),3:1,3,1,0,4,1,1,1,,90,0,0
5,3,2010. 3. 25,"Mar 25, 2010",1,09/10,1,Getafe CF,37,8,Getafe CF,Getafe  (8.),Real Madrid,Real Madrid  (1.),2:4,4,2,0,3,4,1,1,,90,0,0
3,3,2010. 3. 28,"Mar 28, 2010",1,09/10,0,Atlético Madrid,9,8,Real Madrid,Real Madrid  (1.),Atlético Madrid,Atlético Madrid  (8.),3:2,3,2,0,4,3,2,1,CB,90,0,0
7,4,2010. 4. 4,"Apr 4, 2010",1,09/10,1,Racing Santander,58,16,Racing Santander,Racing  (16.),Real Madrid,Real Madrid  (1.),0:2,2,0,0,3,4,2,2,not in squad,90,0,0
6,4,2010. 4. 10,"Apr 10, 2010",1,09/10,0,FC Barcelona,30,2,Real Madrid,Real Madrid  (1.),FC Barcelona,FC Barcelona  (2.),0:2,0,2,2,2,3,0,2,RB,0,0,0
5,4,2010. 4. 15,"Apr 15, 2010",1,09/10,1,UD Almería,82,13,UD Almería,UD Almería  (13.),Real Madrid,Real Madrid  (2.),1:2,2,1,0,0,2,2,0,,90,0,0
3,4,2010. 4. 18,"Apr 18, 2010",1,09/10,0,Valencia CF,87,3,Real Madrid,Real Madrid  (2.),Valencia CF,Valencia  (3.),2:0,2,0,0,2,0,1,2,CB,90,0,0
6,4,2010. 4. 24,"Apr 24, 2010",1,09/10,1,Real Zaragoza,67,16,Real Zaragoza,Real Zaragoza  (16.),Real Madrid,Real Madrid  (2.),1:2,2,1,0,2,2,0,1,CB,90,0,0
8,5,2010. 5. 2,"May 2, 2010",1,09/10,0,CA Osasuna,14,12,Real Madrid,Real Madrid  (2.),CA Osasuna,CA Osasuna  (12.),3:2,3,2,0,2,2,1,0,,90,0,0
3,5,2010. 5. 5,"May 5, 2010",1,09/10,1,RCD Mallorca,61,4,RCD Mallorca,RCD Mallorca  (4.),Real Madrid,Real Madrid  (2.),1:4,4,1,0,3,2,2,1,,90,0,0
3,5,2010. 5. 8,"May 8, 2010",1,09/10,0,Athletic Bilbao,8,8,Real Madrid,Real Madrid  (2.),Athletic Bilbao,Athletic  (8.),5:1,5,1,0,4,3,1,2,CB,90,0,2
8,5,2010. 5. 16,"May 16, 2010",1,09/10,1,Málaga CF,48,16,Málaga CF,Málaga CF  (16.),Real Madrid,Real Madrid  (2.),1:1,1,1,1,5,4,1,1,RB,90,1,0
105,8,2010. 8. 29,"Aug 29, 2010",1,10/11,1,RCD Mallorca,61,17,RCD Mallorca,RCD Mallorca  (17.),Real Madrid,Real Madrid  (2.),0:0,0,0,1,1,5,1,1,CB,90,0,0
13,9,2010. 9. 11,"Sep 11, 2010",1,10/11,0,CA Osasuna,14,10,Real Madrid,Real Madrid  (11.),CA Osasuna,CA Osasuna  (10.),1:0,1,0,0,0,1,0,1,RB,90,0,0
4,9,2010. 9. 15,"Sep 15, 2010",0,10/11,0,Ajax Amsterdam,3,0,Real Madrid,Real Madrid,Ajax Amsterdam,Ajax,2:0,2,0,0,1,0,0,0,not in squad,90,0,0
3,9,2010. 9. 18,"Sep 18, 2010",1,10/11,1,Real Sociedad,64,4,Real Sociedad,Real Sociedad  (4.),Real Madrid,Real Madrid  (5.),1:2,2,1,0,2,1,0,0,RB,0,0,0
3,9,2010. 9. 21,"Sep 21, 2010",1,10/11,0,RCD Espanyol Barcelona,60,7,Real Madrid,Real Madrid  (3.),RCD Espanyol Barcelona,Espanyol  (7.),3:0,3,0,0,2,2,1,0,RB,90,0,0
4,9,2010. 9. 25,"Sep 25, 2010",1,10/11,1,Levante UD,46,18,Levante UD,Levante  (18.),Real Madrid,Real Madrid  (1.),0:0,0,0,1,3,2,0,1,CB,90,0,0
3,9,2010. 9. 28,"Sep 28, 2010",0,10/11,1,AJ Auxerre,2,0,AJ Auxerre,AJ Auxerre,Real Madrid,Real Madrid,0:1,1,0,0,0,3,0,0,CB,90,0,0
5,10,2010. 10. 3,"Oct 3, 2010",1,10/11,0,Deportivo de La Coruña,26,19,Real Madrid,Real Madrid  (4.),Deportivo de La Coruña,Dep. La Coruña  (19.),6:1,6,1,0,1,0,0,0,RB,90,0,0
13,10,2010. 10. 16,"Oct 16, 2010",1,10/11,1,Málaga CF,48,10,Málaga CF,Málaga CF  (10.),Real Madrid,Real Madrid  (3.),1:4,4,1,0,6,1,1,0,Twisted knee,90,0,0
